threshold,falsePositives,truePositives,precision,recall,falsePositiveRate,f1,accuracy,falseOmissionRate,feature,group,falseNegatives,trueNegatives,dataset
0.163,5518.0,8619.0,0.6096767348093655,0.7374860956618465,0.1485129861391468,0.6675185873605948,0.8242086728635191,0.0884022475147673,Overall,Overall,3068.0,31637.0,Train
0.164,5501.0,8615.0,0.6103003683763105,0.7371438350303756,0.1480554434127304,0.6677518118048289,0.8244748372302526,0.088463975119507,Overall,Overall,3072.0,31654.0,Train
0.165,5488.0,8612.0,0.6107801418439717,0.7368871395567724,0.147705557798412,0.667933454841587,0.8246795790508169,0.0885095849404179,Overall,Overall,3075.0,31667.0,Train
0.166,5463.0,8605.0,0.6116718794427068,0.7362881834516984,0.1470327008477997,0.6682197631527859,0.8250481143278326,0.0886294357853568,Overall,Overall,3082.0,31692.0,Train
0.167,5448.0,8599.0,0.6121591798960632,0.7357747925044922,0.1466289866774323,0.6682987487370793,0.8252323819663404,0.0887483833884178,Overall,Overall,3088.0,31707.0,Train
0.168,5436.0,8594.0,0.6125445473984319,0.7353469667151535,0.1463060153411384,0.6683516739899678,0.8253757012407354,0.0888486728714236,Overall,Overall,3093.0,31719.0,Train
0.169,5415.0,8587.0,0.613269532923868,0.7347480106100795,0.1457408155026241,0.6685351706956284,0.8256623397895254,0.0889781859931113,Overall,Overall,3100.0,31740.0,Train
0.17,5408.0,8584.0,0.6134934248141796,0.7344913151364765,0.1455524155564527,0.6685618598855095,0.8257442365177511,0.0890387374461979,Overall,Overall,3103.0,31747.0,Train
0.171,5393.0,8578.0,0.6139861140934794,0.7339779241892701,0.1451487013860853,0.6686413594200639,0.825928504156259,0.0891571793180579,Overall,Overall,3109.0,31762.0,Train
0.172,5377.0,8567.0,0.61438611589214,0.7330367074527252,0.1447180729376934,0.6684873785650189,0.826030875066541,0.0894034042065447,Overall,Overall,3120.0,31778.0,Train
0.173,5365.0,8563.0,0.6148047099368179,0.7326944468212544,0.1443951016013995,0.6685926215108335,0.8261946685229925,0.0894770006301197,Overall,Overall,3124.0,31790.0,Train
0.174,5346.0,8559.0,0.6155339805825243,0.7323521861897835,0.1438837303189342,0.6688809002813378,0.8265017812538389,0.0895325872284397,Overall,Overall,3128.0,31809.0,Train
0.175,5329.0,8556.0,0.6162045372704357,0.7320954907161804,0.1434261875925178,0.6691694040356639,0.8267884198026288,0.0895671825385473,Overall,Overall,3131.0,31826.0,Train
0.176,5305.0,8546.0,0.6169951628041297,0.7312398391375032,0.14278024491993,0.669277155611246,0.8270750583514188,0.0897659398130947,Overall,Overall,3141.0,31850.0,Train
0.177,5285.0,8543.0,0.6178044547295343,0.7309831436639,0.1422419593594401,0.6696453066823437,0.8274231194463781,0.0897926543668247,Overall,Overall,3144.0,31870.0,Train
0.178,5268.0,8533.0,0.6182885298166799,0.7301274920852229,0.1417844166330238,0.6695699937225361,0.8275664387207731,0.0900088467794868,Overall,Overall,3154.0,31887.0,Train
0.179,5250.0,8518.0,0.6186809994189425,0.7288440147172072,0.1412999596285829,0.6692594775093301,0.8276278612669424,0.0903518275645777,Overall,Overall,3169.0,31905.0,Train
0.18,5233.0,8512.0,0.619279738086577,0.7283306237700009,0.1408424169021666,0.669392890846178,0.827853077269563,0.0904635723851041,Overall,Overall,3175.0,31922.0,Train
0.181,5217.0,8501.0,0.6196967487972007,0.727389407033456,0.1404117884537747,0.6692383389096633,0.8279554481798452,0.0907072087461564,Overall,Overall,3186.0,31938.0,Train
0.182,5206.0,8498.0,0.6201109165207239,0.7271327115598528,0.1401157313955053,0.6693710369816078,0.8281192416362966,0.0907564460128635,Overall,Overall,3189.0,31949.0,Train
0.183,5192.0,8488.0,0.62046783625731,0.7262770599811756,0.1397389315031624,0.6692159104348169,0.8282011383645224,0.0909788976736249,Overall,Overall,3199.0,31963.0,Train
0.184,5173.0,8480.0,0.6211089137918406,0.7255925387182339,0.139227560220697,0.6692975532754537,0.8284263543671431,0.0911364346812924,Overall,Overall,3207.0,31982.0,Train
0.185,5160.0,8476.0,0.6215899090642417,0.7252502780867631,0.1388776746063786,0.6694309520988826,0.8286106220056508,0.0912060444242458,Overall,Overall,3211.0,31995.0,Train
0.186,5148.0,8474.0,0.6220819262956981,0.7250791477710277,0.1385547032700848,0.669643209925323,0.8288153638262151,0.0912265758091993,Overall,Overall,3213.0,32007.0,Train
0.187,5134.0,8466.0,0.6225,0.724394626508086,0.1381779033777418,0.6695930715387353,0.8289382089185537,0.0913966290221894,Overall,Overall,3221.0,32021.0,Train
0.188,5120.0,8464.0,0.6230859835100118,0.7242234961923505,0.137801103485399,0.6698587313521427,0.8291838991032309,0.0914118781553122,Overall,Overall,3223.0,32035.0,Train
0.189,5106.0,8462.0,0.6236733490566038,0.724052365876615,0.1374243035930561,0.6701247277766779,0.829429589287908,0.0914271134546691,Overall,Overall,3225.0,32049.0,Train
0.19,5098.0,8455.0,0.6238471187191028,0.723453409771541,0.1372089893688601,0.6699683042789224,0.8294500634699644,0.0915866133922752,Overall,Overall,3232.0,32057.0,Train
0.191,5085.0,8453.0,0.624390604225144,0.7232822794558056,0.1368591037545417,0.6702081268582756,0.8296752794725851,0.0916043507817811,Overall,Overall,3234.0,32070.0,Train
0.192,5075.0,8451.0,0.624796687860417,0.7231111491400701,0.1365899609742968,0.6703684607147107,0.8298390729290365,0.09162985615585,Overall,Overall,3236.0,32080.0,Train
0.193,5064.0,8446.0,0.6251665433012583,0.7226833233507316,0.1362939039160274,0.6703972695162123,0.8299619180213751,0.0917298765991169,Overall,Overall,3241.0,32091.0,Train
0.194,5051.0,8443.0,0.6256854898473395,0.7224266278771284,0.135944018301709,0.6705849648544537,0.8301666598419393,0.0917732262079891,Overall,Overall,3244.0,32104.0,Train
0.195,5033.0,8440.0,0.6264380613078008,0.7221699324035253,0.1354595612972682,0.6709062003179651,0.8304737725727858,0.0918035567870168,Overall,Overall,3247.0,32122.0,Train
0.196,5022.0,8433.0,0.6267558528428093,0.7215709762984512,0.1351635042389987,0.6708296873757059,0.8305556693010114,0.0919546726198886,Overall,Overall,3254.0,32133.0,Train
0.197,5007.0,8423.0,0.6271779597915116,0.7207153247197741,0.1347597900686314,0.6707011187641836,0.8306580402112935,0.0921721450355811,Overall,Overall,3264.0,32148.0,Train
0.198,4997.0,8421.0,0.6275898047399017,0.7205441944040387,0.1344906472883865,0.6708623780123483,0.830821833667745,0.0921973803071364,Overall,Overall,3266.0,32158.0,Train
0.199,4984.0,8416.0,0.6280597014925373,0.7201163686147001,0.1341407616740681,0.6709451110136724,0.8309856271241964,0.0922916313977766,Overall,Overall,3271.0,32171.0,Train
0.2,4970.0,8409.0,0.6285223110845355,0.7195174125096261,0.1337639617817252,0.6709486954440278,0.8311289463985914,0.092434368214759,Overall,Overall,3278.0,32185.0,Train
0.201,4955.0,8404.0,0.6290890036679392,0.7190895867202874,0.1333602476113578,0.671085203226064,0.8313336882191557,0.092523180114421,Overall,Overall,3283.0,32200.0,Train
0.202,4938.0,8398.0,0.6297240551889622,0.7185761957730812,0.1329027048849414,0.6712224753227032,0.8315589042217764,0.0926322311721962,Overall,Overall,3289.0,32217.0,Train
0.203,4925.0,8396.0,0.630283011785902,0.7184050654573457,0.132552819270623,0.6714651311580294,0.8317841202243971,0.0926494186537541,Overall,Overall,3291.0,32230.0,Train
0.204,4917.0,8394.0,0.6306062654947037,0.7182339351416104,0.1323375050464271,0.6715737258980718,0.8319069653167356,0.0926796318707607,Overall,Overall,3293.0,32238.0,Train
0.205,4907.0,8388.0,0.6309138773975179,0.717720544194404,0.1320683622661822,0.6715234969177808,0.8319888620449613,0.0928067066137789,Overall,Overall,3299.0,32248.0,Train
0.206,4897.0,8382.0,0.6312222305896529,0.7172071532471977,0.1317992194859372,0.6714732035568373,0.832070758773187,0.092933667013469,Overall,Overall,3305.0,32258.0,Train
0.207,4876.0,8378.0,0.6321110608118304,0.7168648926157268,0.1312340196474229,0.6718255081993505,0.8324188198681463,0.0929807800382151,Overall,Overall,3309.0,32279.0,Train
0.208,4869.0,8371.0,0.632250755287009,0.7162659365106528,0.1310456197012515,0.6716411922814618,0.8324188198681463,0.0931408347845626,Overall,Overall,3316.0,32286.0,Train
0.209,4854.0,8361.0,0.6326901248581158,0.7154102849319757,0.1306419055308841,0.671512328327042,0.8325211907784285,0.0933561624610548,Overall,Overall,3326.0,32301.0,Train
0.21,4845.0,8351.0,0.6328432858441952,0.7145546333532985,0.1303996770286637,0.6712213157577464,0.8325007165963719,0.0935869382258879,Overall,Overall,3336.0,32310.0,Train
0.211,4838.0,8344.0,0.632984372629343,0.7139556772482245,0.1302112770824922,0.6710362298443846,0.8325007165963719,0.0937464946719012,Overall,Overall,3343.0,32317.0,Train
0.212,4820.0,8336.0,0.6336272423228945,0.7132711559852828,0.1297268200780514,0.6710944732922755,0.8327054584169362,0.0939023706775766,Overall,Overall,3351.0,32335.0,Train
0.213,4807.0,8332.0,0.6341426288149783,0.7129288953538119,0.129376934463733,0.6712317731410617,0.8328897260554441,0.0939696944234378,Overall,Overall,3355.0,32348.0,Train
0.214,4794.0,8328.0,0.6346593507087335,0.7125866347223411,0.1290270488494146,0.6713692611552259,0.833073993693952,0.094036954087346,Overall,Overall,3359.0,32361.0,Train
0.215,4780.0,8324.0,0.6352258852258852,0.7122443740908702,0.1286502489570717,0.6715340244443547,0.8332787355145161,0.0941015165929822,Overall,Overall,3363.0,32375.0,Train
0.216,4767.0,8318.0,0.6356897210546427,0.7117309831436639,0.1283003633427533,0.6715646697884708,0.8334220547889112,0.0942193137008138,Overall,Overall,3369.0,32388.0,Train
0.217,4757.0,8316.0,0.6361202478390576,0.7115598528279284,0.1280312205625084,0.6717285945072697,0.8335858482453626,0.0942436187760351,Overall,Overall,3371.0,32398.0,Train
0.218,4750.0,8308.0,0.6362383213355797,0.7108753315649867,0.1278428206163369,0.6714891897353001,0.8335653740633062,0.094427677174156,Overall,Overall,3379.0,32405.0,Train
0.219,4744.0,8304.0,0.6364193746167995,0.7105330709335159,0.12768133494819,0.6714372346876896,0.833606322427419,0.0945130468793652,Overall,Overall,3383.0,32411.0,Train
0.22,4728.0,8300.0,0.6370893460239484,0.710190810302045,0.1272507064997981,0.6716568885292332,0.8338520126120962,0.094571955101357,Overall,Overall,3387.0,32427.0,Train
0.221,4715.0,8295.0,0.637586471944658,0.7097629845127065,0.1269008208854797,0.6717415070656355,0.8340158060685475,0.0946639874972092,Overall,Overall,3392.0,32440.0,Train
0.222,4707.0,8292.0,0.6378952227094392,0.7095062890391033,0.1266855066612838,0.6717977801182857,0.8341181769788297,0.0947186340429093,Overall,Overall,3395.0,32448.0,Train
0.223,4699.0,8287.0,0.6381487756044971,0.7090784632497646,0.1264701924370878,0.6717464434807279,0.834179599524999,0.0948237394020526,Overall,Overall,3400.0,32456.0,Train
0.224,4694.0,8280.0,0.6381994758748266,0.7084795071446907,0.1263356210469654,0.6715056161550628,0.8341386511608861,0.094987175197948,Overall,Overall,3407.0,32461.0,Train
0.225,4683.0,8277.0,0.6386574074074074,0.7082228116710876,0.126039563988696,0.6716436077413073,0.8343024446173375,0.0950337216431637,Overall,Overall,3410.0,32472.0,Train
0.226,4665.0,8266.0,0.639239037970768,0.7072815949345427,0.1255551069842551,0.671541148752945,0.8344457638917325,0.0952632897997828,Overall,Overall,3421.0,32490.0,Train
0.227,4655.0,8259.0,0.6395384853647205,0.7066826388294687,0.1252859642040102,0.6714361204829072,0.8345071864379018,0.0954130483188599,Overall,Overall,3428.0,32500.0,Train
0.228,4643.0,8250.0,0.6398821065694563,0.7059125524086592,0.1249629928677163,0.6712774613506917,0.834568608984071,0.0956076664163119,Overall,Overall,3437.0,32512.0,Train
0.229,4622.0,8239.0,0.6406189254334811,0.7049713356721143,0.124397793029202,0.6712563141600131,0.8347733508046353,0.0958283538534226,Overall,Overall,3448.0,32533.0,Train
0.23,4603.0,8235.0,0.6414550553045646,0.7046290750406434,0.1238864217467366,0.671559633027523,0.8350804635354817,0.0958782357515831,Overall,Overall,3452.0,32552.0,Train
0.231,4586.0,8231.0,0.6421939611453539,0.7042868144091726,0.1234288790203202,0.6718086842964415,0.8353466279022153,0.0959333795975017,Overall,Overall,3456.0,32569.0,Train
0.232,4574.0,8225.0,0.6426283303383077,0.7037734234619663,0.1231059076840263,0.6718124642652945,0.8354694729945539,0.0960519379629886,Overall,Overall,3462.0,32581.0,Train
0.233,4566.0,8220.0,0.6428906616611919,0.7033455976726277,0.1228905934598304,0.671760715890982,0.8355308955407231,0.0961559795873086,Overall,Overall,3467.0,32589.0,Train
0.234,4555.0,8218.0,0.6433883974007673,0.7031744673568923,0.122594536401561,0.671954210956664,0.835715163179231,0.0961767722975408,Overall,Overall,3469.0,32600.0,Train
0.235,4541.0,8212.0,0.643926919156277,0.702661076409686,0.1222177365092181,0.6720130932896891,0.8358789566356825,0.0962897281720191,Overall,Overall,3475.0,32614.0,Train
0.236,4526.0,8209.0,0.6446014919513152,0.7024043809360828,0.1218140223388507,0.6722627139464417,0.8361246468203595,0.0963248123632536,Overall,Overall,3478.0,32629.0,Train
0.237,4517.0,8203.0,0.6448899371069182,0.7018909899888766,0.1215717938366303,0.6721842094481092,0.8361860693665288,0.0964509163390731,Overall,Overall,3484.0,32638.0,Train
0.238,4507.0,8199.0,0.64528569179915,0.7015487293574056,0.1213026510563854,0.6722420366498585,0.8363089144588673,0.0965242417533761,Overall,Overall,3488.0,32648.0,Train
0.239,4501.0,8192.0,0.6453950996612307,0.7009497732523317,0.1211411653882384,0.6720262510254308,0.8362884402768109,0.0966831724252399,Overall,Overall,3495.0,32654.0,Train
0.24,4486.0,8189.0,0.6460749506903353,0.7006930777787285,0.120737451217871,0.6722764961825795,0.8365341304614881,0.0967180025990543,Overall,Overall,3498.0,32669.0,Train
0.241,4472.0,8188.0,0.6467614533965245,0.7006075126208607,0.1203606513255281,0.6726085349324352,0.8368002948282216,0.0967055441932452,Overall,Overall,3499.0,32683.0,Train
0.242,4464.0,8186.0,0.6471146245059288,0.7004363823051254,0.1201453371013322,0.6727205489583762,0.8369231399205602,0.0967340848806366,Overall,Overall,3501.0,32691.0,Train
0.243,4448.0,8176.0,0.6476552598225602,0.6995807307264482,0.1197147086529403,0.6726173337172473,0.8370459850128987,0.0969407476945165,Overall,Overall,3511.0,32707.0,Train
0.244,4439.0,8173.0,0.6480336187757691,0.699324035252845,0.1194724801507199,0.672702580353101,0.8371688301052373,0.0969914435550648,Overall,Overall,3514.0,32716.0,Train
0.245,4426.0,8165.0,0.6484790723532682,0.6986395139899033,0.1191225945364015,0.6726254221929319,0.8372712010155194,0.0971559405257786,Overall,Overall,3522.0,32729.0,Train
0.246,4412.0,8163.0,0.6491451292246521,0.6984683836741679,0.1187457946440586,0.6729041299150936,0.8375168912001966,0.0971682245567596,Overall,Overall,3524.0,32743.0,Train
0.247,4408.0,8156.0,0.6491563196434257,0.6978694275690939,0.1186381375319607,0.672632056410045,0.8374554686540273,0.0973317161916312,Overall,Overall,3531.0,32747.0,Train
0.248,4400.0,8153.0,0.6494861786027244,0.6976127320954907,0.1184228233077647,0.6726897689768977,0.8375578395643094,0.0973848824712722,Overall,Overall,3534.0,32755.0,Train
0.249,4381.0,8141.0,0.6501357610605335,0.6965859502010782,0.1179114520252994,0.6725597918129621,0.8377011588387044,0.0976321585903083,Overall,Overall,3546.0,32774.0,Train
0.25,4370.0,8135.0,0.6505397840863655,0.6960725592538718,0.11761539496703,0.6725363756613757,0.8378035297489865,0.0977516030492335,Overall,Overall,3552.0,32785.0,Train
0.251,4356.0,8125.0,0.6509895040461502,0.6952169076751946,0.1172385950746871,0.6723766964581265,0.8378854264772122,0.0979621022524133,Overall,Overall,3562.0,32799.0,Train
0.252,4347.0,8123.0,0.6514033680834002,0.6950457773594593,0.1169963665724666,0.6725172827751791,0.8380287457516072,0.0979874628835367,Overall,Overall,3564.0,32808.0,Train
0.253,4334.0,8114.0,0.6518316195372751,0.6942756909386498,0.1166464809581483,0.6723845038326083,0.8381106424798329,0.0981755234379293,Overall,Overall,3573.0,32821.0,Train
0.254,4324.0,8112.0,0.6522997748472178,0.6941045606229144,0.1163773381779033,0.6725531650292251,0.8382744359362844,0.0981980992144152,Overall,Overall,3575.0,32831.0,Train
0.255,4316.0,8109.0,0.652635814889336,0.6938478651493112,0.1161620239537074,0.6726111479761113,0.8383768068465665,0.0982508169261608,Overall,Overall,3578.0,32839.0,Train
0.256,4299.0,8103.0,0.6533623609095307,0.6933344742021049,0.115704481227291,0.6727551994686372,0.8386020228491872,0.0983534577387486,Overall,Overall,3584.0,32856.0,Train
0.257,4282.0,8100.0,0.6541754159263446,0.6930777787285017,0.1152469385008747,0.6730649383023807,0.8388886613979771,0.098381788261108,Overall,Overall,3587.0,32873.0,Train
0.258,4275.0,8093.0,0.654349935316947,0.6924788226234277,0.1150585385547032,0.6728746622323841,0.8388886613979771,0.0985359434117453,Overall,Overall,3594.0,32880.0,Train
0.259,4267.0,8087.0,0.6546057956937025,0.6919654316762215,0.1148432243305073,0.672767355767231,0.83892960976209,0.0986625739969305,Overall,Overall,3600.0,32888.0,Train
0.26,4256.0,8082.0,0.6550494407521479,0.6915376058868828,0.1145471672722379,0.6727991675338189,0.8390524548544286,0.0987563006793776,Overall,Overall,3605.0,32899.0,Train
0.261,4247.0,8077.0,0.6553878610840637,0.6911097800975443,0.1143049387700174,0.6727749781350215,0.8391343515826543,0.0988553590010405,Overall,Overall,3610.0,32908.0,Train
0.262,4241.0,8073.0,0.6555952574305668,0.6907675194660734,0.1141434531018705,0.6727219699179201,0.8391752999467671,0.0989378011388524,Overall,Overall,3614.0,32914.0,Train
0.263,4229.0,8069.0,0.6561229468206212,0.6904252588346026,0.1138204817655766,0.6728371899103607,0.8393390934032186,0.0990039404553415,Overall,Overall,3618.0,32926.0,Train
0.264,4222.0,8064.0,0.6563568289109556,0.689997433045264,0.1136320818194051,0.6727568514578901,0.8393800417673314,0.0991082175292701,Overall,Overall,3623.0,32933.0,Train
0.265,4205.0,8060.0,0.657154504688137,0.6896551724137931,0.1131745390929888,0.6730126920507683,0.8396462061340649,0.0991606747409574,Overall,Overall,3627.0,32950.0,Train
0.266,4200.0,8053.0,0.6572268015996082,0.689056216308719,0.1130399677028663,0.6727652464494569,0.8396052577699521,0.0993194675995517,Overall,Overall,3634.0,32955.0,Train
0.267,4197.0,8049.0,0.6572758451739343,0.6887139556772482,0.1129592248687929,0.6726277524756612,0.8395847835878957,0.0994097715597333,Overall,Overall,3638.0,32958.0,Train
0.268,4179.0,8044.0,0.658103575227031,0.6882861298879096,0.112474767864352,0.6728565453785027,0.8398509479546292,0.0994838744913842,Overall,Overall,3643.0,32976.0,Train
0.269,4174.0,8037.0,0.6581770534763738,0.6876871737828356,0.1123401964742295,0.6726085864925936,0.8398099995905164,0.0996423794054216,Overall,Overall,3650.0,32981.0,Train
0.27,4169.0,8032.0,0.6583066961724449,0.6872593479934971,0.1122056250841071,0.6724715338245145,0.8398099995905164,0.0997516443328511,Overall,Overall,3655.0,32986.0,Train
0.271,4159.0,8027.0,0.6587067126210405,0.6868315222041584,0.1119364823038622,0.6724751811670088,0.8399123705007985,0.0998472282845918,Overall,Overall,3660.0,32996.0,Train
0.272,4148.0,8020.0,0.6591058514135437,0.6862325660990845,0.1116404252455927,0.6723957241668413,0.8399942672290241,0.0999890930904728,Overall,Overall,3667.0,33007.0,Train
0.273,4142.0,8016.0,0.6593189669353512,0.6858903054676135,0.1114789395774458,0.6723422101069406,0.8400352155931371,0.1000708755860865,Overall,Overall,3671.0,33013.0,Train
0.274,4131.0,8010.0,0.6597479614529281,0.6853769145204073,0.1111828825191764,0.6723182810139332,0.8401375865034192,0.1001880057764093,Overall,Overall,3677.0,33024.0,Train
0.275,4123.0,8010.0,0.660182972059672,0.6853769145204073,0.1109675682949804,0.6725440806045341,0.8403013799598706,0.1001661717834863,Overall,Overall,3677.0,33032.0,Train
0.276,4111.0,8004.0,0.660668592653735,0.684863523573201,0.1106445969586865,0.6725485253340056,0.8404242250522092,0.1002804476270863,Overall,Overall,3683.0,33044.0,Train
0.277,4107.0,8004.0,0.6608867971265792,0.684863523573201,0.1105369398465886,0.6726615681990082,0.8405061217804348,0.1002695271024475,Overall,Overall,3683.0,33048.0,Train
0.278,4094.0,7999.0,0.6614570412635409,0.6844356977838624,0.1101870542322702,0.6727502102607232,0.8406699152368863,0.1003564722849601,Overall,Overall,3688.0,33061.0,Train
0.279,4087.0,7990.0,0.6615881427506831,0.6836656113630529,0.1099986542860987,0.6724457162093924,0.8406289668727734,0.1005575955392356,Overall,Overall,3697.0,33068.0,Train
0.28,4068.0,7982.0,0.6624066390041494,0.6829810901001112,0.1094872830036334,0.672536546320091,0.8408541828753942,0.1007012393998695,Overall,Overall,3705.0,33087.0,Train
0.281,4060.0,7979.0,0.6627626879308913,0.6827243946265081,0.1092719687794375,0.6725954648908371,0.8409565537856762,0.1007526560334755,Overall,Overall,3708.0,33095.0,Train
0.282,4036.0,7976.0,0.6640026640026641,0.682467699152905,0.1086260261068496,0.6731085699818558,0.8413865116088612,0.1007602497963616,Overall,Overall,3711.0,33119.0,Train
0.283,4019.0,7965.0,0.6646361815754339,0.68152648241636,0.1081684833804333,0.6729753707067719,0.8415093567011998,0.1009821477019914,Overall,Overall,3722.0,33136.0,Train
0.284,4003.0,7960.0,0.6653849368887402,0.6810986566270215,0.1077378549320414,0.6731501057082453,0.8417345727038205,0.1010602239757043,Overall,Overall,3727.0,33152.0,Train
0.285,3998.0,7954.0,0.6654953145917001,0.6805852656798151,0.1076032835419189,0.6729557087863276,0.841714098521764,0.1011927351585795,Overall,Overall,3733.0,33157.0,Train
0.286,3982.0,7945.0,0.6661356585897543,0.6798151792590057,0.1071726550935271,0.6729059032777166,0.8418574177961591,0.1013680075849925,Overall,Overall,3742.0,33173.0,Train
0.287,3969.0,7942.0,0.666778608009403,0.6795584837854026,0.1068227694792087,0.6731078904991948,0.8420621596167233,0.1014053234410116,Overall,Overall,3745.0,33186.0,Train
0.288,3959.0,7937.0,0.6671990585070612,0.679130657996064,0.1065536266989638,0.6731119874485858,0.8421645305270055,0.1014994857359389,Overall,Overall,3750.0,33196.0,Train
0.289,3947.0,7927.0,0.66759306046825,0.6782750064173868,0.1062306553626699,0.6728916429693136,0.8422054788911183,0.101709586669552,Overall,Overall,3760.0,33208.0,Train
0.29,3935.0,7920.0,0.6680725432307043,0.6776760503123128,0.1059076840263759,0.6728400305836377,0.8423078498014004,0.1018465947495065,Overall,Overall,3767.0,33220.0,Train
0.291,3923.0,7913.0,0.6685535653937141,0.6770770942072388,0.105584712690082,0.6727883348212389,0.8424102207116826,0.1019834621412743,Overall,Overall,3774.0,33232.0,Train
0.292,3913.0,7912.0,0.6690909090909091,0.6769915290493711,0.1053155699098371,0.6730180333446751,0.8425944883501905,0.1019801712726585,Overall,Overall,3775.0,33242.0,Train
0.293,3907.0,7908.0,0.6693186627168853,0.6766492684179002,0.1051540842416902,0.6729640030635691,0.8426354367143033,0.1020606584384368,Overall,Overall,3779.0,33248.0,Train
0.294,3897.0,7903.0,0.6697457627118644,0.6762214426285617,0.1048849414614453,0.6729680248648189,0.8427378076245854,0.1021543113222828,Overall,Overall,3784.0,33258.0,Train
0.295,3886.0,7888.0,0.6699507389162561,0.674937965260546,0.1045888844031758,0.6724351050679852,0.8426559108963597,0.1024873205999784,Overall,Overall,3799.0,33269.0,Train
0.296,3871.0,7875.0,0.6704410011918951,0.6738256182082656,0.1041851702328085,0.6721290487773652,0.8426968592604726,0.1027604054345482,Overall,Overall,3812.0,33284.0,Train
0.297,3857.0,7865.0,0.6709605869305579,0.6729699666295884,0.1038083703404656,0.6719637746166004,0.8427787559886982,0.1029633620689655,Overall,Overall,3822.0,33298.0,Train
0.298,3845.0,7861.0,0.6715359644626687,0.6726277059981176,0.1034853990041717,0.6720813918693626,0.8429425494451497,0.103026712623869,Overall,Overall,3826.0,33310.0,Train
0.299,3830.0,7853.0,0.6721732431738423,0.6719431847351759,0.1030816848338043,0.6720581942661532,0.8430858687195446,0.1031782340751904,Overall,Overall,3834.0,33325.0,Train
0.3,3822.0,7845.0,0.6724093597325791,0.6712586634722341,0.1028663706096084,0.6718335188832748,0.8430858687195446,0.1033490248823133,Overall,Overall,3842.0,33333.0,Train
0.301,3815.0,7839.0,0.6726445855500257,0.6707452725250278,0.1026779706634369,0.6716935863930423,0.8431063429016011,0.1034742390018285,Overall,Overall,3848.0,33340.0,Train
0.302,3810.0,7836.0,0.67284904688305,0.6704885770514246,0.1025433992733144,0.6716667380962584,0.843147291265714,0.1035326379180557,Overall,Overall,3851.0,33345.0,Train
0.303,3801.0,7829.0,0.6731728288907997,0.6698896209463506,0.102301170771094,0.6715272119054766,0.8431882396298268,0.1036762334730732,Overall,Overall,3858.0,33354.0,Train
0.304,3787.0,7825.0,0.6738718566999655,0.6695473603148798,0.1019243708787511,0.6717026481823254,0.8433929814503911,0.103733548213806,Overall,Overall,3862.0,33368.0,Train
0.305,3779.0,7820.0,0.67419605138374,0.6691195345255412,0.1017090566545552,0.6716482006355751,0.8434544039965604,0.1038315925140294,Overall,Overall,3867.0,33376.0,Train
0.306,3770.0,7815.0,0.6745791972378075,0.6686917087362027,0.1014668281523348,0.6716225507047096,0.843536300724786,0.1039267788603483,Overall,Overall,3872.0,33385.0,Train
0.307,3762.0,7808.0,0.6748487467588591,0.6680927526311286,0.1012515139281388,0.6714537558584511,0.8435567749068424,0.1040727623953638,Overall,Overall,3879.0,33393.0,Train
0.308,3753.0,7802.0,0.6752055387278234,0.6675793616839223,0.1010092854259184,0.6713707942517856,0.8436181974530117,0.1041918094778341,Overall,Overall,3885.0,33402.0,Train
0.309,3749.0,7795.0,0.6752425502425502,0.6669804055788483,0.1009016283138204,0.6710860488140846,0.8435567749068424,0.1043487586465762,Overall,Overall,3892.0,33406.0,Train
0.31,3740.0,7790.0,0.6756287944492628,0.6665525797895097,0.1006593998116,0.6710599991385623,0.8436386716350682,0.1044436106346483,Overall,Overall,3897.0,33415.0,Train
0.311,3731.0,7785.0,0.6760159777700591,0.6661247540001711,0.1004171713093796,0.6710339180278412,0.8437205683632939,0.1045383914697529,Overall,Overall,3902.0,33424.0,Train
0.312,3728.0,7782.0,0.6761077324066029,0.6658680585265679,0.1003364284753061,0.6709488295900331,0.8437205683632939,0.1046019500696453,Overall,Overall,3905.0,33427.0,Train
0.313,3720.0,7777.0,0.6764373314777768,0.6654402327372294,0.1001211142511102,0.6708937198067634,0.8437819909094632,0.1046994242870531,Overall,Overall,3910.0,33435.0,Train
0.314,3713.0,7773.0,0.6767368970921122,0.6650979721057585,0.0999327143049387,0.6708669572347129,0.8438434134556324,0.1047756719134811,Overall,Overall,3914.0,33442.0,Train
0.315,3707.0,7770.0,0.6770061862856147,0.6648412766321554,0.0997712286367918,0.6708685891901227,0.8439048360018018,0.1048307239395155,Overall,Overall,3917.0,33448.0,Train
0.316,3696.0,7764.0,0.6774869109947644,0.664327885684949,0.0994751715785224,0.6708428738065407,0.8440072069120839,0.1049435557220052,Overall,Overall,3923.0,33459.0,Train
0.317,3688.0,7758.0,0.6777913681635506,0.6638144947377428,0.0992598573543264,0.6707301257943198,0.8440481552761967,0.1050647128035084,Overall,Overall,3929.0,33467.0,Train
0.318,3674.0,7749.0,0.6783682044996936,0.6630444083169333,0.0988830574619835,0.6706187797490264,0.8441505261864789,0.1052406531441246,Overall,Overall,3938.0,33481.0,Train
0.319,3667.0,7741.0,0.6785589060308556,0.6623598870539916,0.0986946575158121,0.6703615501190734,0.8441300520044224,0.1054121921248063,Overall,Overall,3946.0,33488.0,Train
